stateHash,stateValue
"[[1], [1, 1], [0, 0, 1], [1, 1, 1, 0], [1, 0, 1], [1, 1], [1]]",-0.1111606053293006
"[[0], [0, 1], [1, 0, 1], [1, 1, 1, 0], [1, 0, 1], [1, 1], [1]]",-0.11751924035729001
"[[0], [1, 1], [0, 0, 1], [0, 1, 1, 0], [1, 0, 1], [1, 1], [1]]",-0.098901137217411
"[[0], [1, 1], [0, 0, 1], [1, 1, 1, 0], [0, 0, 1], [0, 1], [1]]",-0.14535130874890015
"[[0], [1, 1], [0, 0, 1], [1, 1, 1, 1], [0, 0, 0], [0, 0], [1]]",-0.09890582931
"[[1], [1, 0], [0, 0, 0], [1, 1, 1, 1], [0, 0, 0], [0, 0], [1]]",-1.3366695332781002
"[[0], [0, 0], [1, 0, 0], [1, 1, 1, 1], [0, 0, 0], [0, 0], [1]]",-6.881260985189999
"[[0], [0, 0], [0, 0, 0], [1, 0, 1, 1], [0, 1, 0], [0, 0], [1]]",-6.773949958085999
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [0, 0, 0], [1, 0], [1]]",-8.289993606747311
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [1, 0, 0], [0, 0], [0]]",-9.099999999998898
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [0, 0, 0], [1, 0], [0]]",-9.999999999999998
"[[0], [1, 0], [1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]",1.7960524111619007
"[[0], [1, 1], [1, 1, 0], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]",-0.3556973501395064
"[[1], [0, 1], [0, 1, 0], [1, 1, 1, 0], [1, 1, 1], [1, 1], [1]]",-0.6027147592022185
"[[1], [0, 1], [0, 1, 0], [1, 1, 1, 1], [1, 1, 0], [1, 0], [1]]",-0.1940260873816125
"[[1], [0, 1], [0, 1, 0], [1, 0, 1, 1], [1, 0, 0], [1, 1], [1]]",-0.09948509999999999
"[[0], [0, 0], [0, 1, 1], [1, 0, 1, 1], [1, 0, 0], [1, 1], [1]]",-0.10539
"[[0], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 0, 1], [1, 1], [1]]",-8.28984401793
"[[0], [0, 1], [0, 0, 0], [1, 0, 0, 0], [1, 0, 1], [1, 1], [1]]",-9.099999334800001
"[[0], [0, 1], [0, 0, 0], [1, 0, 0, 1], [1, 0, 0], [1, 0], [1]]",-9.9999999999
"[[1], [1, 1], [1, 1, 1], [1, 1, 0, 1], [1, 0, 1], [1, 1], [1]]",1.7960515110294346
"[[1], [1, 1], [1, 1, 1], [0, 0, 1, 1], [1, 0, 1], [1, 1], [1]]",-2.750628964980064
"[[1], [0, 1], [0, 1, 1], [1, 0, 1, 1], [1, 0, 1], [1, 1], [1]]",2.451916556990001
"[[1], [0, 1], [0, 1, 0], [1, 0, 0, 1], [1, 1, 1], [1, 1], [1]]",-0.2823722668720238
"[[1], [0, 1], [0, 1, 0], [1, 1, 0, 1], [1, 0, 1], [1, 0], [1]]",-0.1602109047958639
"[[0], [0, 0], [0, 1, 1], [1, 1, 0, 1], [1, 0, 1], [1, 0], [1]]",1.747665446567852
"[[0], [0, 0], [1, 0, 0], [1, 1, 0, 1], [1, 0, 1], [1, 0], [1]]",-0.4539947409581461
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [1, 1, 1], [1, 0], [1]]",0.11186216278495106
"[[0], [0, 0], [0, 0, 0], [1, 0, 1, 1], [1, 0, 1], [0, 0], [1]]",-0.10539
"[[0], [0, 0], [0, 0, 0], [0, 0, 1, 1], [0, 0, 1], [1, 0], [1]]",-7.343604223200001
