Policy,Eligibility
"[[1], [1, 0], [1, 0, 0], [1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,3,2",-10.434961222796977
"[[1], [1, 0], [1, 0, 0], [0, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,3,3,1",-10.388134499040634
"[[1], [1, 0], [1, 0, 0], [0, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,4,4,2",-10.373184427893221
"[[1], [1, 0], [1, 0, 0], [0, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,5,5,3",-10.385587833802582
"[[1], [1, 0], [1, 0, 0], [0, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,2,5,4",-10.322533186439097
"[[1], [1, 0], [1, 0, 0], [0, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1], [1, 1, 1], [1, 1], [1]]1,0,3,0",-10.338558948025495
"[[1], [0, 0], [0, 0, 0], [1, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1], [1, 1, 1], [1, 1], [1]]4,0,2,0",-10.380443931009353
"[[1], [0, 0], [1, 0, 0], [0, 1, 1, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1], [1, 1, 1], [1, 1], [1]]3,2,3,0",-10.362682221874834
"[[1], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1], [1, 1, 1], [1, 1], [1]]7,3,5,5",-10.351276893672347
"[[1], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]4,2,4,0",-10.275930481499449
"[[1], [0, 0], [1, 0, 0], [1, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]3,0,1,0",-10.226387829580457
"[[1], [1, 0], [0, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]0,0,2,0",-10.205410425863892
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], [1, 0, 1, 0, 0], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]8,1,6,1",-10.208378937685683
"[[0], [0, 0], [1, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], [1, 1, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]5,0,3,0",-10.20015209932679
"[[0], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1], [1, 1, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]5,2,5,0",-10.184669600620703
"[[0], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]2,0,4,0",-10.160246845810772
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]5,0,3,0",-10.15211437163286
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]6,2,4,3",-10.138339853003174
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]6,0,6,2",-10.122327683941723
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 0, 0], [1, 0, 1], [1, 1], [1]]9,0,7,0",-10.02488874879314
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 1], [1]]3,3,5,3",-9.999092540428267
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1], [0, 0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 1], [0, 1], [1]]5,3,7,1",-9.995084199465634
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0], [1, 1, 0, 0], [0, 0, 1], [0, 1], [1]]5,5,5,3",-9.92745852130096
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [1, 1, 0, 0], [0, 0, 1], [0, 1], [1]]7,0,7,2",-9.992892730542529
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 1, 0], [0, 0, 1], [0, 1], [1]]9,1,7,3",-9.940293394467584
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 1, 1], [0, 0, 0], [0, 0], [1]]7,3,7,1",-9.990901218678026
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 0], [0, 0, 0], [0, 0], [1]]None",-9.990127635999306
"[[1], [1, 1], [1, 0, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,2,3,2",-10.533077202649034
"[[1], [1, 1], [1, 0, 1], [1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]2,2,4,2",-10.536781201870358
"[[1], [1, 1], [1, 0, 0], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]0,0,2,2",-10.53220266741348
"[[0], [1, 0], [1, 0, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]2,0,0,0",-10.570890042293735
"[[1], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,2,5,2",-10.592428480003631
"[[1], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]3,3,1,1",-10.598922592275507
"[[1], [0, 1], [0, 0, 0], [1, 0, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]0,0,2,2",-10.498998174819535
"[[0], [0, 0], [0, 0, 1], [1, 0, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]4,0,2,0",-10.547454504368877
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]4,1,6,2",-10.56159991331876
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 0], [0, 0, 1, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]4,3,4,1",-10.53155902914641
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]6,1,4,0",-10.580421298759855
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]5,5,3,3",-10.44298715404848
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]4,0,4,2",-10.414392001091338
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 1], [0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]7,0,7,2",-10.432971250407851
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 1], [0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [0, 0, 1, 1], [1, 1, 1], [1, 1], [1]]7,3,7,1",-10.339691440549082
"[[0], [0, 0], [1, 0, 1], [0, 0, 0, 1], [0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]3,3,1,1",-10.346755822875238
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 0, 0], [1, 1, 1], [1, 1], [1]]5,0,7,0",-10.250446732786811
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 0, 0], [1, 1, 1], [1, 1], [1]]9,0,7,2",-10.243381073011136
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0], [1, 0, 1], [0, 1], [1]]7,2,5,4",-10.18367326390823
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1], [1, 1, 0, 0], [1, 0, 1], [0, 1], [1]]4,2,6,3",-10.169364133324958
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 1], [1, 1, 0, 0], [1, 0, 1], [0, 1], [1]]6,4,4,3",-10.131648779911897
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 0], [1, 0, 1], [0, 1], [1]]6,2,6,4",-10.064460661226875
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0], [1, 0, 1], [0, 1], [1]]7,0,7,2",-10.069661172924079
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 1, 0], [1, 0, 1], [0, 1], [1]]9,1,7,3",-9.982023601758819
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 1, 1], [1, 0, 0], [0, 0], [1]]6,4,8,2",-10.042748350273223
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 1, 0], [1, 0, 1], [0, 0], [1]]8,2,6,2",-9.937376016264238
"[[0], [0, 1], [1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 0], [1, 0, 0], [0, 0], [1]]None",-9.990035263849263
"[[1], [1, 1], [1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,4,4,2",-10.48237046127288
"[[1], [1, 1], [1, 1, 1], [1, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]1,1,3,1",-10.486532270927533
"[[1], [1, 0], [1, 0, 1], [1, 1, 1, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]2,2,4,4",-10.4799235588371
"[[1], [1, 0], [1, 0, 0], [1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,2,2,2",-10.445746394410149
"[[1], [1, 0], [1, 0, 1], [1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]4,1,2,1",-10.460733428736672
"[[1], [1, 0], [1, 1, 1], [1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,5,3,3",-10.420629436325179
"[[1], [1, 0], [1, 1, 1], [1, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]1,0,3,2",-10.38621667381905
"[[1], [0, 0], [1, 0, 1], [1, 0, 1, 1], [1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,3,3,1",-10.382209801817671
"[[1], [0, 0], [1, 0, 1], [1, 1, 0, 0], [1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,0,4,1",-10.36753493340607
"[[1], [0, 0], [1, 0, 1], [1, 1, 0, 0], [1, 1, 0, 0, 0], [1, 0, 0, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,5,2",-10.307238297171102
"[[1], [0, 0], [1, 0, 1], [0, 1, 0, 0], [1, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]6,1,4,2",-10.253499902025327
"[[1], [0, 0], [1, 0, 1], [0, 1, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]5,0,3,0",-10.24556216445279
"[[1], [0, 0], [1, 0, 1], [1, 1, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,2,5,2",-10.190648190902085
"[[1], [0, 0], [1, 0, 1], [1, 1, 0, 0], [0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]2,0,4,0",-10.214391493425563
"[[1], [0, 0], [0, 0, 1], [0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]8,0,6,2",-10.19046328443852
"[[1], [0, 0], [0, 0, 1], [0, 1, 0, 0], [1, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]4,2,2,0",-10.19541149942413
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]6,4,4,3",-10.119491530459598
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]5,2,5,4",-10.088862576605313
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]4,3,6,4",-10.032941430110805
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]6,3,6,1",-10.121381069682576
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 1], [0, 1, 1], [1, 1], [1]]9,1,7,1",-10.046799205196164
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1], [0, 0, 1], [1, 0], [1]]7,0,5,2",-10.075806991720029
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1], [0, 1, 0, 1], [0, 0, 1], [1, 0], [1]]7,3,5,5",-10.0538821211989
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1], [1, 0], [1]]10,0,8,0",-9.989371154730543
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0], [1, 0, 1], [0, 0], [0]]8,0,6,2",-9.960443569324472
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0], [0, 0, 0, 0], [0, 0, 1], [0, 0], [0]]5,2,7,2",-9.971953708937333
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 0, 1, 0], [0, 0, 1], [0, 0], [0]]8,2,6,2",-9.927568827806756
"[[1], [0, 0], [1, 0, 1], [0, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0], [0, 0, 0, 0], [0, 0, 0], [0, 0], [0]]None",-9.990119752049916
"[[1], [1, 1], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1], [1, 1], [1]]7,1,5,3",-10.431485772000299
"[[1], [1, 1], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1], [1, 1, 1], [1, 1], [1]]7,3,7,1",-10.416952598693
"[[1], [1, 1], [0, 1, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 0, 0], [1, 1, 1], [1, 1], [1]]0,0,2,0",-10.446733208874956
"[[0], [0, 1], [1, 1, 1], [1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 0, 0], [1, 1, 1], [1, 1], [1]]4,1,6,2",-10.442541590288446
"[[0], [0, 1], [1, 1, 1], [1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 0, 0], [1, 1, 1], [1, 1], [1]]5,5,7,3",-10.444382124888675
"[[0], [0, 1], [1, 1, 1], [1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]2,2,0,0",-10.389515127253757
"[[1], [0, 0], [1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]2,0,2,2",-10.406495417567388
"[[1], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]3,3,1,1",-10.427755309355424
"[[1], [0, 1], [0, 0, 0], [1, 0, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]5,3,3,3",-10.31219095650919
"[[1], [0, 1], [0, 0, 0], [1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]0,0,2,2",-10.328601601098285
"[[0], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1], [1, 1, 1], [1, 1], [1]]7,0,7,2",-10.37820535889666
"[[0], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0], [1, 1, 1, 1, 0], [0, 0, 1, 1], [1, 1, 1], [1, 1], [1]]6,0,4,1",-10.266881696210639
"[[0], [0, 0], [0, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1], [1, 1, 1], [1, 1], [1]]3,0,5,2",-10.225683103582218
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1], [1, 1, 1], [1, 1], [1]]6,2,6,4",-10.183821152456135
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1], [1, 1, 1], [1, 1], [1]]7,3,5,5",-10.16617927583921
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1], [0, 1, 0, 0, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]4,4,6,3",-10.085324055171803
"[[0], [0, 0], [0, 0, 1], [0, 0, 0, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]2,2,4,4",-10.115705589403108
"[[0], [0, 0], [0, 0, 0], [0, 0, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]5,0,3,0",-10.037516599349969
"[[0], [0, 0], [0, 0, 0], [1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]5,2,3,2",-10.016948103139468
"[[0], [0, 0], [0, 0, 0], [1, 0, 1, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1], [0, 1, 0, 1, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]5,5,3,3",-10.033244639156589
"[[0], [0, 0], [0, 0, 0], [1, 0, 1, 1], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 0], [1, 1, 1], [1, 1], [1]]9,0,7,0",-10.065997891010799
"[[0], [0, 0], [0, 0, 0], [1, 0, 1, 1], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 0], [0, 1, 1], [0, 1], [1]]3,3,3,1",-10.033347050953948
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 0], [0, 1, 1], [0, 1], [1]]7,2,5,4",-9.991025388024644
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0], [0, 1, 1], [0, 1], [1]]8,2,8,0",-9.973730329975561
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0], [0, 1], [1]]7,0,9,0",-9.991527151435823
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0], [1, 1], [1]]10,0,8,0",-10.004027966272474
"[[0], [0, 0], [0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0], [0, 0, 0, 0], [1, 0, 0], [0, 1], [0]]3,0,3,2",-9.971594370920599
